nuts2_id,nuts2_name,parent_country,source_layer,country,country_code,iso3_code,scenario,scenario_label,scenario_description,forest_area_ha,harvest_total_m3,industrial_roundwood_m3,wood_fuel_m3,changed_harvest_m3,shifted_volume_m3,harvest_intensity_m3_per_ha,biodiversity_pressure_proxy,delta_biodiversity_pressure_proxy,supply_chain_savings_tco2e,substitution_gain_tco2e,forest_carbon_retention_tco2e,net_climate_benefit_tco2e,net_climate_benefit_tco2e_per_ha,benefit_tco2e_per_forest_ha,marginal_climate_benefit_tco2e_per_changed_m3,carbon_value_eur,carbon_value_eur_per_ha,value_eur_per_forest_ha,value_metric_basis,is_forest_only,includes_food_policy,available_policy_options,excluded_policy_categories,forest_policy_eligible,forest_carbon_opportunity_cost_tco2e_per_m3,carbon_stock_density_tco2e_per_ha,wood_fuel_share_baseline,material_recovery_ratio,naturally_regenerating_share,planted_share
SE11,Stockholm,Sweden,sweden_slu_empirical,Stockholm,SE,SWE,baseline,Baseline,Observed 2024 forest biomass allocation from FAOSTAT.,317000.0,1139755.2907762113,1049221.5371826398,90533.7535935714,0.0,0.0,3.5954425576536635,2.4827525804787376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5835812824964315,242.90220820189273,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE11,Stockholm,Sweden,sweden_slu_empirical,Stockholm,SE,SWE,conservation_priority,Conservation Priority,"Reduce total harvest by 15 percent, taking the cut from wood fuel first to emulate a conservation-first policy that protects standing biomass.",317000.0,968791.9971597797,968791.9971597795,0.0,170963.29361643168,0.0,3.0561261740056143,2.110339693406927,-0.3724128870718104,15487.738561185964,-124685.995462575,99770.97814849124,-9427.278752897793,-0.02973904969368389,-0.02973904969368389,-0.05514212175888799,-942727.8752897794,-2.973904969368389,-2.973904969368389,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5835812824964315,242.90220820189273,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE11,Stockholm,Sweden,sweden_slu_empirical,Stockholm,SE,SWE,material_cascade,Material Cascade,Keep harvest volume constant but shift 20 percent of wood fuel volume into industrial roundwood uses.,317000.0,1139755.2907762113,1067328.287901354,72427.00287485712,18106.75071871428,18106.75071871428,3.5954425576536635,2.4827525804787376,0.0,362.1350143742893,12674.72550309985,1.1641532182693481e-10,13036.860517474255,0.04112574295733203,0.04112574295733203,0.7199999999999985,1303686.0517474255,4.112574295733204,4.112574295733204,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5835812824964315,242.90220820189273,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE11,Stockholm,Sweden,sweden_slu_empirical,Stockholm,SE,SWE,bioenergy_push,Bioenergy Push,Increase total harvest by 15 percent and allocate the extra harvest to direct energy use.,317000.0,1310718.584392643,1049221.5371826398,261497.04721000307,170963.29361643168,0.0,4.134758941301713,2.855165467550548,0.3724128870718104,-17096.329361643162,68385.3174465727,-99770.97814849112,-48481.99006356158,-0.15294003174625104,-0.15294003174625104,-0.28358128249643094,-4848199.006356157,-15.294003174625102,-15.294003174625102,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5835812824964315,242.90220820189273,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE12,Östra Mellansverige,Sweden,sweden_slu_empirical,Östra Mellansverige,SE,SWE,baseline,Baseline,Observed 2024 forest biomass allocation from FAOSTAT.,2423000.0,9192520.175955111,8462334.176162932,730185.9997921791,0.0,0.0,3.7938589252806896,2.6197645729764547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.584314858724515,220.18159306644657,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE12,Östra Mellansverige,Sweden,sweden_slu_empirical,Östra Mellansverige,SE,SWE,conservation_priority,Conservation Priority,"Reduce total harvest by 15 percent, taking the cut from wood fuel first to emulate a conservation-first policy that protects standing biomass.",2423000.0,7813642.149561845,7813642.149561845,0.0,1378878.0263932666,0.0,3.2247800864885865,2.2267998870299865,-0.39296468594646816,124913.96210730483,-1005635.6291780695,805698.9191903202,-75022.74788044451,-0.03096275191103777,-0.03096275191103777,-0.054408545530804944,-7502274.788044451,-3.0962751911037767,-3.0962751911037767,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.584314858724515,220.18159306644657,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE12,Östra Mellansverige,Sweden,sweden_slu_empirical,Östra Mellansverige,SE,SWE,material_cascade,Material Cascade,Keep harvest volume constant but shift 20 percent of wood fuel volume into industrial roundwood uses.,2423000.0,9192520.175955111,8608371.376121368,584148.7998337433,146037.1999584358,146037.1999584358,3.7938589252806896,2.6197645729764547,0.0,2920.743999168626,102226.03997090459,0.0,105146.78397007321,0.04339528847299761,0.04339528847299761,0.7199999999999961,10514678.397007322,4.3395288472997615,4.3395288472997615,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.584314858724515,220.18159306644657,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE12,Östra Mellansverige,Sweden,sweden_slu_empirical,Östra Mellansverige,SE,SWE,bioenergy_push,Bioenergy Push,Increase total harvest by 15 percent and allocate the extra harvest to direct energy use.,2423000.0,10571398.202348378,8462334.176162932,2109064.0261854455,1378878.0263932666,0.0,4.362937764072793,3.012729258922923,0.39296468594646816,-137887.80263932666,551551.2105573062,-805698.9191903193,-392035.51127233973,-0.16179756965428796,-0.16179756965428796,-0.28431485872451506,-39203551.127233975,-16.179756965428798,-16.179756965428798,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.584314858724515,220.18159306644657,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE21,Småland med öarna,Sweden,sweden_slu_empirical,Småland med öarna,SE,SWE,baseline,Baseline,Observed 2024 forest biomass allocation from FAOSTAT.,2217500.0,8253610.889820235,7598004.9184302585,655605.9713899761,0.0,0.0,3.722034223143285,2.5701676285908017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5813223417148217,219.9173243141676,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
SE21,Småland med öarna,Sweden,sweden_slu_empirical,Småland med öarna,SE,SWE,conservation_priority,Conservation Priority,"Reduce total harvest by 15 percent, taking the cut from wood fuel first to emulate a conservation-first policy that protects standing biomass.",2217500.0,7015569.2563472,7015569.2563472,0.0,1238041.6334730352,0.0,3.1637290896717927,2.1846424843021817,-0.38552514428862006,112155.45010564232,-902921.616847354,719701.2615109873,-71064.90523072437,-0.032047307883077504,-0.032047307883077504,-0.057401062540496685,-7106490.523072436,-3.2047307883077503,-3.2047307883077503,forest_ha,True,False,conservation_priority|material_cascade|bioenergy_push,food_land_safeguard,True,0.5813223417148217,219.9173243141676,0.07943262411347518,0.275808936825886,0.6905276723705879,0.3094723276294122
